Carimbo de data/hora,Eixo temático,Título do trabalho,Resumo,Palavra-chave 1,Palavra-chave 2,Palavra-chave 3,Palavra-chave 4,Palavra-chave 5
17/03/2023 11:30:08,Eixo Temático 1 - O Estudante e/ou saua Aprendizagem no contexto das TDIC,COMPETÊNCIAS DIGITAIS DE ACADÊMICOS DO CURSO DE PEDAGOGIA,"O presente trabalho apresenta uma análise das competências digitais autodeclaradas por acadêmicos do curso de Pedagogia do Programa Institucional de Fomento e Indução da Inovação da Formação Inicial Continuada de Professores e Diretores Escolares (PRIL) na Universidade Federal de Mato Grosso do Sul. Este levantamento foi realizado no contexto da disciplina Educação, Cultura Digital e Sociedade no 1º semestre do curso em 2022 por meio de um fórum de discussão proposto no início da disciplina. Os dados analisados apontam para um maior número de menções aos dois níveis mais básicos de competências digitais (nível recém-chegado e explorador), corroborando as dificuldades verificadas por nós durante as primeiras atividades, tais como dificuldade para criar e acessar o e-mail institucional e de utilizar o Ambiente Virtual de Aprendizagem para acessar as videoaulas, materiais de apoio e realizar as atividades propostas. Dentre os respondentes, 13 estão no nível 3 (integrador) que apresenta um nível mais aprofundado em relação às competências digitais, apresentando habilidade para operar com várias ferramentas e plataformas. Apenas 12 acadêmicos estão nos níveis mais avançados. Estes resultados sinalizam a importância da formação professores a fim de provê-los com habilidades que os capacite para explorar todo o potencial do mundo virtual, de utilizar a internet e as próprias tecnologias para o seu desenvolvimento pessoal e profissional, bem como contribuir com a formação de seus pares e alunos.",Competências digitais,Acadêmicos,Pedagogia,ND,ND
17/03/2023 11:31:59,Eixo Temático 1 - O Estudante e/ou saua Aprendizagem no contexto das TDIC,CONTRIBUIÇÕES DAS TECNOLOGIAS DIGITAIS NA APRENDIZAGEM DA QUÍMICA ORGÂNICA DURANTE O ENSINO REMOTO EMERGENCIAL,"A pandemia de COVID-19 provocou mudanças imprescindíveis no cotidiano, principalmente a necessidade do distanciamento social, que acarretou a transformação das aulas presenciais em online, através do modelo de ensino denominado remoto emergencial. A continuidade das aulas se deu através da utilização de tecnologias digitais, que são ferramentas com potencial de facilitação ao acesso à informação e comunicação. Este presente trabalho teve como objetivo analisar as contribuições das tecnologias digitais utilizadas no Ensino de Química aos alunos do 3o ano do Ensino Médio em uma escola pública do interior paulista durante o ensino remoto. Utilizamos como referencial teórico as ideias propostas por Moran sobre as tecnologias digitais. As atividades foram desenvolvidas através dos seguintes recursos tecnológicos: Google Meet, Google Apresentações, quizzes interativos da plataforma Wordwall e simuladores da plataforma PhET. Pôde-se notar a dificuldade ao se aplicar uma pesquisa educacional durante uma pandemia e a baixa participação dos alunos para responder o formulário disponibilizado. Entretanto, através das respostas obtidas pelo formulário, notou-se que as tecnologias digitais empregadas cumpriram com os objetivos propostos de servirem como facilitadoras de comunicação e realização das atividades virtuais.",Ensino de Química,TDIC,Pandemia,ND,ND
17/03/2023 11:33:33,Eixo Temático 1 - O Estudante e/ou saua Aprendizagem no contexto das TDIC,CULTURA STEAM4GIRLS: TRAJETÓRIA DAS JOVENS MULHERES NO ENSINO FUNDAMENTAL II,"O objetivo deste trabalho é refletir acerca de uma alternativa conceitual e prática para a educação em tempos tecnológicos digitais que atendesse as mulheres a partir da escolarização do Ensino Fundamental especificamente no oitavo e nono ano. A pesquisa está inserida no contexto educacional do Centro de Ensino em Período Integral (CEPI) José Honorato, do ensino fundamental, desenvolvido apenas com jovens mulheres, lembrando que a temática permeia o escopo tecnológico da Base Nacional Comum Curricular. Foi utilizada uma metodologia integrada, com a prática e a teoria baseada no conceito de STEAM, sob o viés do aprendizado prático Maker, solidário, crítico e colaborativo a partir de oficinas de robótica educacional com características interdisciplinares, utilizando metodologias ativas. O resultado foi positivo para as estudantes e os professores da escola, juntamente com os pesquisadores, corroborando para a construção e validação do projeto STEAM4Girls. Para corroborar com essas afirmações, foram utilizados artigos, dissertações de Mestrado, teses de Doutorado, e publicações sobre mulheres na ciência e tecnologia por meio da Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), que integra os sistemas de informação de teses e dissertações.",Cultura STEAM, Mulheres nas Ciências,ND,ND,ND
17/03/2023 11:35:15, Mulheres nas Ciências,DESENVOLVIMENTO DE APLICATIVO MOBILE PARA GAMIFICAÇÃO DO TESTE DE PROGRESSO,"Introdução: Teste de Progresso (TP) é uma estratégia de avaliação institucional e individual no processo de ensino-aprendizagem aplicada ao longo dos seis anos do curso de graduação em medicina e permite, ao estudante, situar-se em seu processo evolutivo e fornece, à instituição, indicadores referentes à adequação de sua estrutura curricular. Aproveitando o potencial do banco de questões do TP para construção de quizzes personalizados, este estudo busca a criação de um aplicativo que permita ao estudante revisitar os testes de múltipla escolha já aplicados, bem como os feedbacks sobre a resposta correta, no formato de uma estratégia gamificada de aprendizagem autodirigida. Objetivo: Desenvolver um aplicativo com técnicas de Gamificação baseado nas questões do TP. Metodologia: O aplicativo está sendo desenvolvido em 2 plataformas: uma plataforma web com funções administrativas, tais como a inserção de questões e usuários, e outra plataforma mobile Android, onde o estudante irá interagir com as questões numa interface utilizando técnicas de Gamificação baseado no Octalysis Framework. Esta técnica de Gamificação consiste em aplicar ferramentas e estratégias objetivando engajamento, com foco em “human-focused design”. Após a construção do protótipo e realização de teste piloto em ambiente controlado, serão obtidos dados referentes à usabilidade e experiência do usuário com uso de formulário eletrônico. Resultados: Esperamos que o aplicativo gamificado incentive o acesso dos estudantes ao conjunto de questões de alta qualidade construídas para o TP, permitindo seu engajamento lúdico a diversas temáticas que podem contribuir com seu desenvolvimento cognitivo, além de estimular sua evolução na autonomia como aprendiz na área da saúde.",aprendizagem,gamificação,este de progresso,educação médica,ND
17/03/2023 11:36:17,Eixo Temático 1 - O Estudante e/ou saua Aprendizagem no contexto das TDIC,"DIAGNÓSTICO DAS MÍDIAS, LINGUAGENS, METODOLOGIAS E RECURSOS EDUCACIONAIS MAIS ACEITOS ENTRE ALUNOS DE CURSOS TÉCNICOS EAD CONCOMITANTES AO ENSINO MÉDIO DO IFRO","Os cursos técnicos EaD concomitantes ao ensino médio do Instituto Federal de Rondônia, Campus Porto Velho Zona Norte, são realizados em um modelo híbrido, onde cerca de metade da carga horária é presencial e metade é online. Neste contexto, a fim de obter informações que sirvam de subsídio para a realização do Design Educacional dos cursos, foi realizada a presente pesquisa. A abordagem é descritiva, sendo sujeitos da pesquisa 29 alunos de 4 turmas do curso Técnico em Administração. A coleta de dados se deu através de questionário estruturado com perguntas fechadas e abertas. Os principais resultados mostram que uma minoria ainda não tem acesso à internet banda larga, ainda assim a grande maioria quer ter a possibilidade de acessar computador e internet no IFRO. A maioria dos alunos sabe usar o AVA mas 20% ainda tem dificuldades. As ferramentas tecnológicas são bastante conhecidas pelos alunos mas a maioria ainda precisa aprender como encontrar informações confiáveis na internet. Os meios de aprendizagem e estudo preferidos são ouvir, ler, anotar e conversar e os suportes preferidos para estudar em casa são slides, vídeos e materiais interativos. Muitas metodologias ativas ainda são desconhecidas dos alunos. Também ficou evidenciado que os alunos consideram a interatividade, os jogos e os exemplos práticos como características importantes em uma boa aula.",Design Educacional,Educação a distância, Ensino Híbrido,Tecnologias Educacionais,ND
17/03/2023 11:37:29,Eixo Temático 1 - O Estudante e/ou saua Aprendizagem no contexto das TDIC,ECOLOGIA DA APRENDIZAGEM E CULTURA DIGITAL: A TRANSCENDÊNCIA DOS ESPAÇOS INSTITUÍDOS NA FORMAÇÃO NO ENSINO SUPERIOR,"Este artigo, resultado de uma pesquisa de doutorado em educação, tem por objetivo compreender a relação dos processos da aprendizagem formal com a utilização dos mais variados tipos de informações e recursos educacionais disponíveis na internet. De abordagem qualitativa, com adoção da metodologia observação participante, a pesquisa foi realizada com 15 estudantes de educação superior, da Universidade Federal de Mato Grosso. Com suporte na teoria histórico-cultural, os achados da investigação foram analisados e revelaram que os estudantes reorganizam seus processos de aprendizagem, concebendo diferentes ecologias de aprendizagem, a partir do uso da internet e seus recursos, como vídeos, sites e textos digitais. A interação ocorre, em grande medida, por aplicativos de mensagens e interação on-line, por consequência, as práticas de estudo se consolidam estreitamente pela relação mediadora das tecnologias. Assim, os resultados indicam que os estudantes transbordam a sala de aula e transcendem os conteúdos recebidos pelos professores, sendo um movimento fluído e característico da cultura digital.",Ecologia da Aprendizagem,Cultura Digital,Processos de Aprendizagem,ND,ND
17/03/2023 19:34:43,Eixo Temático 1 - O Estudante e/ou sua Aprendizagem no contexto das TDIC,ENSINO DE PROGRAMAÇÃO PARA ESTUDANTES DE FORMA REMOTA DURANTE O ISOLAMENTO SOCIAL DEVIDO À PANDEMIA DE COVID-19,"Devido a Pandemia causada pelo Covid-19, as escolas tiveram que se adaptar, de forma rápida, ao ensino remoto para os alunos. Diante de tal situação, professores tiveram que superar os desafios em meio a este período vivenciado; por outro lado, discentes foram obrigados a aprender a assimilar os conteúdos de forma remota. O objetivo desta pesquisa é conhecer os desafios enfrentados no processo de ensino e aprendizagem do conteúdo de programação nas aulas remotas da Escola Campo - Centro de Educação Profissional José Pacífico de Moura Neto. O trabalho teve como instrumento de coleta de dados um questionário online produzido no Google Forms, um questionário respondido de forma presencial com os alunos e realizada entrevista com dois professores de programação da escola de caráter anônimo e voluntário, aplicados na escola José Pacífico de Moura, universo de estudo. Neste sentido, a tecnologia se torna uma estratégia positiva e contribui na aprendizagem do aluno no ensino remoto, proporcionando novas formas de ensinar e aprender.",Ensino remoto,Tecnologias,Aprendizagem,Ensino,Desafios
17/03/2023 22:30:59,Eixo Temático 1 - O Estudante e/ou sua Aprendizagem no contexto das TDIC,ENSINO HÍBRIDO: TEMAS ATUAIS DE CIÊNCIAS,"O trabalho tem como objetivo proporcionar condições de acesso dos estudantes a temas atuais de ciências. Ao envolver alunos do ensino regular e da modalidade Educação de Jovens e Adultos (EJA), propicia condições de acesso aos conhecimentos sobre recentes pesquisas desenvolvidas no campo acadêmico. O percurso do trabalho qualitativo se constituiu da aplicação de uma sequência didática com a participação dos professores da área de Ciências da Natureza. Do corpo discente, os participantes foram alunos de sete turmas do ensino médio regular e duas turmas da EJA de escola da rede estadual, localizada na região sul do Estado do Espírito Santo - Brasil. Os episódios científicos nos podcasts foram nanotecnologia, grafeno, meteoro, buracos negros, computador quântico, ressonância magnética, matéria escura e petróleo. A atividade envolveu o grupo show de física da Universidade Federal do Espírito Santo que faz divulgação científica. Ao ouvir os podcasts, os alunos se apropriaram para a produção de vídeos. Os resultados foram satisfatórios e a aproximação universidade e escola mostraram ser um caminho de referência para projetos pedagógicos. O educando percebe como os cientistas trabalham e produzem o conhecimento científico.",ensino híbrido, podcast de ciências,aprendizagem,ND,ND
17/03/2023 22:32:27,Eixo Temático 1 - O Estudante e/ou sua Aprendizagem no contexto das TDIC,ENSINO REMOTO NO CURSO DE PEDAGOGIA: PERCEPÇÕES DOS DISCENTES SOBRE A FORMAÇÃO,"O ensino Remoto foi acionado no contexto da Pandemia da COVID-19 por universidades e escolas de todo o país e do mundo. Na Universidade do Estado do Rio Grande do Norte - UERN, muitas lives, cursos e discussões protagonizaram os momentos preparatórios para o semestre remoto que teve início em agosto de 2020, depois de 5 meses sem aulas no ensino de graduação. Diante desse cenário, esta pesquisa tem como objetivo investigar a percepção dos graduandos de pedagogia sobre as contribuições metodológicas mobilizadas pelos professores no ensino remoto para as aprendizagens
conceituais, procedimentais e atitudinais demandadas nas disciplinas. Com inspiração epistemológica multirreferencial (ADOIRNO, 1998; MACEDO, 2020) e com os cotidianos (CERTEAU, 2012), desenvolvemos uma pesquisa qualiquantitativa, a qual mobiliza indicadores e recursos quantitativos articulados a recursos qualitativos inerentes a pesquisa como princípio heurístico e formacional. Para a construção dos dados foram mobilizados os dispositivos de roda de conversa no Meet e questionário no Google forms com questões abertas e fechadas e análise dos programas das disciplinas das quais os sujeitos da pesquisa cursaram no formato remoto. Como resultado tem-se a ideia da aula para além da exposição de slides. Consideram mais significativas as experiências em que as aulas foram bem planejadas, inovadoras, com acionamento de recursos tecnológicos digitais, dialogadas e interativas. Percepção que defendem para o ensino remoto e presencial.",Ensino remoto,formação,pedagogia,percepção, discente
17/03/2023 22:33:30,Eixo Temático 1 - O Estudante e/ou sua Aprendizagem no contexto das TDIC,EXPERIMENTAÇÃO DE FERRAMENTAS DIGITAIS DE AUTORIA COMO RECURSOS PARA EDUCAÇÃO PROFISSIONAL: RELATO DE EXPERIÊNCIA,"Este trabalho propõe uma reflexão acerca de um relato de experiência discente na elaboração de recursos educacionais digitais na construção do Trabalho de Conclusão de Curso – TCC – do TEDPRO em 2020. O curso TEDPRO – Tecnologias para Educação Profissional – é uma especialização em nível de pós-graduação Lato sensu, modalidade educação à distância, ofertado pelo Centro de Referência em Formação e Apoio à Educação a Distância – CERFEAD – do Instituto Federal de Santa Catarina – IFSC. Os recursos educacionais digitais elaborados no TCC foram um vídeo, dois podcasts, um documento online, apresentação pitch, um portfólio. Para elaboração dos recursos, as ferramentas digitais de autoria usadas foram Loom, Slides Carnival, Audacity, Anchor, Spotify, Google Drive, Google Docs. O referido curso contribui na formação dos educadores para inovação no processo ensino-aprendizagem com a inclusão de tecnologias digitais para educação.",Educação,Tecnologia,Digital,ND,ND
