Carimbo de data/hora,Eixo temático,Título do trabalho,Resumo,Palavra-chave 1,Palavra-chave 2,Palavra-chave 3,Palavra-chave 4,Palavra-chave 5
04/04/2023 21:40:34,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC","DESAFIOS, PERCEPÇÕES E VIVÊNCIAS DE UMA DOCENTE NA PANDEMIA: WHATSAPP COMO RECURSO TECNOLÓGICO NA GRADUAÇÃO","Este resumo traz um relato de experiência vivenciada no ano de 2021, na Universidade Estadual do Amazonas, onde participei como professora colaboradora voluntária, na disciplina de Filosofia e Ciência, no Curso de Ciências Biológicas, utilizando o WhatsApp como recurso tecnológico de acesso para ministrar as aulas. Neste relato apresento a fundamentação baseada em autores pesquisadores que falam sobre as tecnologias na educação, filosofia e na Base Nacional Comum Curricular (BNCC), que amparam a discussão num primeiro momento do estudo. Na sequência da proposta do trabalho, esclareço que tive como objetivos o desafio de motivar a participação da maioria dos/das acadêmicos/as, promover o acesso aos conteúdos, trabalhar com estratégia de ensino que propiciasse o ensino e alcançar os objetivos de aprendizagem. Como estratégia escolhida para ministrar a disciplina, utilizei o exemplo Sócrates como fazedor de perguntas. O desafio   para todas as questões a serem estudadas de acordo com a ementa do curso foi a busca de boas perguntas. Para uma aula elaborava a questão e apresentava como desafio, para ser respondida para a próxima aula, e assim sucessivamente. Neste movimento, ao final do semestre, tive feedbacks positivos em relação à ampliação da percepção do contexto em que os participantes estavam inseridos, com relação à filosofia e à ciência como consequência uma da outra, alcançando os objetivos de aprendizagem.",Tecnologia de Comunicação,Perguntas,Aprendizagem,ND,ND
04/04/2023 21:42:07,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",DESIGN DE COLABORAÇÃO: COMO AMPLIAR EXPERIÊNCIA DE ATIVIDADES COLABORATIVAS EM AMBIENTES VIRTUAIS DE APRENDIZAGEM,"Este trabalho apresenta o processo de desenvolvimento de atividade colaborativa de disciplina online em Ambiente Virtual de Aprendizagem Moodle com alunos do ensino superior de cursos presenciais. São apresentadas diferentes abordagens do Design, trazendo para a perspectiva educacional que pode ajudar na análise de uma experiência colaborativa e propor aprimoramentos. Com destaque para o Modelo ADDIE que contribui para a organização em etapas e explicitação dos processos e da intencionalidade. A experiência suscitou a importância do desenvolvimento do Design de Colaboração amparado no Modelo ADDIE, como planejamento e foco no processo. Foi possível identificar que pensar e elaborar o Design de Colaboração impõe alguns desafios, pois, requer planejamento, organização, comunicação e estruturas adequadas ao bom fluxo das informações, do compartilhamento de ideias. Ainda é preciso avançar em abordagens centradas mais na intervenção sociais e na participação dos diversos atores nas demais etapas do processo.",Atividade Colaborativa.,Design de Colaboração,Abordagens do Design,Modelo ADDIE,ND
04/04/2023 21:43:07,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",DIFICULDADES DE APRENDIZAGEM REVELADAS EM TEXTOS E O ENFRENTAMENTO DOCENTE DIANTE DESSAS DIFICULDADES,"O presente Artigo tem como objetivo descrever as ações realizadas no âmbito do Projeto Integrador do Segundo Semestre de 2021 - Licenciatura. A realização de um Plano de Aula voltado aos estudantes do nono/oitavo ano do ensino fundamental norteou essa pesquisa, que envolveu a análise de diversas redações desenvolvidas por estudantes, com tema específico, entrevista com o docente Marcio Gaudereto Coutinho, o levantamento bibliográfico e os processos utilizando a metodologia Design Thinking. O processo de coleta das redações foi feito remotamente, com reuniões, entrevistas e envio feito eletronicamente. Todas as redações, sem exceção, mostraram erros ortográficos e de concordância, de maneira que todos os membros do grupo têm em comum acordo que isso pode ser corrigido; no entanto, verificou-se outro problema que pode estar levando os discentes a procrastinar o desenvolvimento da sua capacidade em redigir textos: a dificuldade em encadear as ideias, com coerência e coesão. Nas redações não é feito o uso de parágrafos, de maneira que as ideias são colocadas sem encadeamento lógico. Para isso, elaborou -se um plano de aula onde, após explicação do docente sobre coerência e coesão, os alunos refizeram suas redações, analisando eles mesmos o que pode ser mudado e melhorado no texto. Após a aula, foi feita a análise das redações, nas quais se observou melhora significativa nas produções dos alunos.",reescrita,docência,anos finais do Ensino Fundamental, dissertativo- argumentativo,ENEM
04/04/2023 21:44:01,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",DIVERSÃO E DIVERSIDADE COM O APLICATIVO “JOGO DA ONÇA”,"Resumo: O presente texto tem como objetivo apresentar o “Jogo da Onça” e uma versão online dele por meio de aplicativo. Este jogo remonta à Portaria n° 7.240 que institui o Programa “Jogos de Tabuleiro” nas Unidades Educacionais do Município de São Paulo. Os jogos incluídos por esta medida são Jogo da Onça, Mancala-Awelé, Jogo de Go e Xadrez. Especificamente, o “Jogo da Onça” tem origem indígena e sua presença na rede municipal de ensino vem a atender a Lei 11.645 de 2008, que institui a obrigatoriedade da temática “história e cultura afro-brasileira e indígena” na educação básica. Em meio ao distanciamento social causado pela pandemia de COVID-19, minha prática de ensino presencial do Jogo da Onça em uma escola paulistana teve de ser suspendida. Assim, pretendeu-se demonstrar uma maneira de se divertir com o jogo de maneira individual, via aplicativo para celular.

",jogo da onça,Lei 11.645,cultura indígena,ND,ND
04/04/2023 21:45:30,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",DOCÊNCIA EM TEMPOS DE EDUCAÇÃO DIGITAL: O QUE PODEMOS APRENDER COM O DESIGNER EDUCACIONAL?,"Os desafios que as tecnologias digitais imputam aos docentes atualmente, e que foram acelerados
pela pandemia por Covid-19, têm promovido transformações na educação em todos os níveis. Do
ensino infantil ao superior, docentes estão a todo momento se relacionando com tecnologias digitais
de informação e comunicação (TDICs) e, muitas vezes, sem formação digital adequada. Este trabalho
é um relato de experiência sobre um projeto de formação tecnológica realizada com docentes da
Universidade de São Paulo com o objetivo de aprimorar conhecimentos dos docentes acerca do Design
Educacional, especialmente o Modelo ADDIE, a fim de dar suporte aos docentes na criação,
desenvolvimento e avaliação de disciplinas oferecidas com o apoio da Plataforma Moodle. Como
resultado foram observados a contínua aplicação dos conceitos e o aprimoramento dos ambientes
virtuais de aprendizagem dos docentes participantes do curso. O estudo apresentou reflexões no que
se refere a atuação docente e a conscientização da transformação de suas atividades não apenas
frente às tecnologias e inovações, mas, principalmente, em relação ao processo de aprendizagem de
seus estudantes.",Educação 4.0. Design Educacional,Modelo ADDIE,Ambientes Virtuais de Aprendizagem,ND,ND
04/04/2023 21:47:16,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",DOCENTES PARAGUAYOS ANTE LOS DESAFÍOS DE LA ENSEÑANZA REMOTA DURANTE LA PANDEMIA DEL COVID-19,"El Covid-19 irrumpió drásticamente la educación a nivel mundial. Las tecnologías de la información y de la comunicación fueron las aliadas más cercanas con las que se contaba para proseguir con la educación en todos los niveles y en todo el mundo. El propósito de este trabajo es mostrar algunas experiencias de los docentes paraguayos durante los dos últimos años de pandemia. Los datos fueron recolectados al inicio del confinamiento en 2020 y en los dos últimos meses del mismo año y del 2021. Los resultados sugieren una accesibilidad importante a la tecnología como computadoras e internet. También un uso masivo de la mensajería WhatsApp y plataformas digitales como medios principales de comunicación en todos los niveles educativos. Se detectaron problemas asociados a internet a pesar de que la gran mayoría de los docentes reportaron contar con servicios ilimitados. Además de surgir dificultades con el acompañamiento por parte de los estudiantes. Sin embargo, un aspecto descubierto en el estudio, muy importante y que en cierta medida se esperaba, es que la mayoría de los docentes aumentaron sus niveles de competencias relacionadas al uso de las TIC al estar conviviendo de cerca con estas herramientas durante mucho tiempo. Se espera que de ahora en más se haga un mayor esfuerzo para involucrar con mayor frecuencia estas tecnologías a la educación normal.",Covid-19,educação à distância,professores,experiências,ND
04/04/2023 21:48:20,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",EDUCAÇÃO A DISTÂNCIA E BLENDED-LEARNING: POSSIBILIDADES E DESAFIOS NA CONSTRUÇÃO DE DESIGNS CURRICULARES NO CONTEXTO DA CULTURA DIGITAL,"O desenvolvimento curricular é um processo complexo, que envolve diversos níveis de decisão, pautado
em diferentes fenômenos que compõem os desafios da Contemporaneidade. Este artigo tem por
objetivo compreender o processo de produção de designs curriculares on-line e híbridos no contexto
da cultura digital. A partir de um estudo exploratório, de natureza qualitativa, apoiado na pesquisa
bibliográfica como procedimento técnico. Através de pesquisas sobre currículo, design curricular,
educação a distância, blended-learning, cultura digital, buscou-se discutir o currículo como uma
construção social, dinâmica e complexa na contemporaneidade; problematizar acerca do currículo na
cultura digital, suas características, desafios e potencialidades; apresentar a construção de um
currículo em educação a distância como uma atividade complexa, não linear, que compreende
pedagogias abertas capazes de acolher didáticas flexíveis e caracterizar o blended-learning como uma
estratégia de ensino-aprendizagem com uso de variados recursos tecnológicos, abordagens
pedagógicas e diferentes espaços formativos. Como desdobramento aponta-se a necessidade de
repensar as contribuições no uso da tecnologia digital como estruturante dos processos de ensino-
aprendizagem e os desafios de um currículo contemporâneo que se organiza em redes multimodais.",currículo,design curricular,educação a distância,blended-learning,cultura digital
04/04/2023 21:49:16,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",EDUCAÇÃO A DISTÂNCIA NAS ETSUS: UM OLHAR SOBRE A CAPACITAÇÃO PEDAGÓGICA DOS PROFESSORES/TUTORES,"Trata-se de uma pesquisa de campo, descritiva, com abordagem qualitativa, cujo objetivo foi analisar, sob a perspectiva dos docentes e coordenadores de cursos, a capacitação pedagógica oferecida pelas escolas técnicas do SUS (ETSUS) aos professores/tutores que ministram cursos à distância. A coleta de dados foi realizada em cinco ETSUS, uma de cada região do país, onde foram distribuídos questionários on-line para os professores/tutores e realizadas entrevistas por videoconferência com os coordenadores. A análise dos dados e as reflexões sobre as falas levaram à percepção que as escolas estão em estágio de desenvolvimento e estruturação diferenciados no que se refere à educação a distância (EaD). Em relação à capacitação pedagógica, todas as instituições ofertam ações em maior ou menor grau de organização e na percepção dos professores/tutores tais ações auxiliam suas práticas, embora alguns considerem insuficiente. Para os coordenadores, algumas melhorias ainda são necessárias para aperfeiçoar o processo de ensino-aprendizagem.",capacitação de professores,educação a distância; ,ETSUS,ND,ND
04/04/2023 21:50:20,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",EDUCAÇÃO E TECNOLOGIA: E O FATOR HUMANO?,"O resumo expandido apresentado é derivado da pesquisa realizada no mestrado profissional da
Unicamp. A pesquisa intitulada “Cultura Escolarizante e Ensino Híbrido: Que veio para ficar.”, tem
como objetivo desmistificar o Ensino Híbrido, as Metodologias Ativas e a Educação mediadas por
tecnologias, pensando no fator humano como ponto central para essa mudança potencial na educação
básica acelerada pelo contexto da pandemia de covid-19 em 2020. O recorte aqui selecionado traz
para a discussão o papel docente e discente desse novo modelo educacional e coloca em xeque a
cultura escolar vigente e seu contraste com a sociedade em rede em que já vivemos e o alijamento da
escola contemporânea que ainda vive sob o modelo tradicional de ensino. A pesquisa, ainda em
andamento, está sendo conduzida através de revisão bibliográfica e de relatos de docentes da
educação básica, fornecidos por interações através de formulários on-line. As narrativas dos docentes
vão direcionar questionamentos e construir uma reestruturação possível dentro de contextos nos quais
a prática docente assume a experiência tecnológica da virtualidade como potencializadora de
aprendizagens.",cultura escolarizante,ensino híbrido,metodologias ativas,ND,ND
04/04/2023 21:51:08,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",EFEITOS DA PANDEMIA NO ENSINO DE ODONTOLOGIA: PRÁTICAS PEDAGÓGICAS MEDIADAS POR TECNOLOGIAS DIGITAIS COMO FORMA DE SUPERAÇÃO DOS DESAFIOS.,"Considerando o impacto da pandemia nas práticas docentes e a necessidade de se compreender os efeitos da incorporação das tecnologias digitais em diferentes cenários de ensino-aprendizagem, este trabalho apresenta uma revisão da literatura que buscou identificar como as práticas docentes desenvolvidas no período pandêmico vem sendo abordadas no ensino de ciências da saúde, mais especificamente no campo do ensino de Odontologia, com foco no processo de incorporação das tecnologias digitais. Para isso, realizou-se uma busca de artigos no Portal Periódicos Capes utilizando-se os descritores: Higher education; Pandemic; Blended learning; Dentistry. Foram analisados 22 trabalhos e os resultados foram descritos em duas categorias: 1) principais limitações vivenciadas no ensino da Odontologia em tempos de pandemia 2) implementação de estratégias e formas de superação mediadas pelas tecnologias digitais. Os resultados desta análise contribuem para compartilhar ações desenvolvidas pelos professores e instituições para dar continuidade ao ensino em meio à pandemia de Covid-19, apontando formas criativas de incorporação das tecnologias ao ensino da saúde e caminhos para superação das dificuldades vivenciadas no processo de ensino-aprendizagem.",Ensino Superior,Odontologia,Pandemia,Educação Híbrida,ND
04/04/2023 21:52:00,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",ENSINO HÍBRIDO E OS DESAFIOS DAS AULAS SÍNCRONAS,"No retorno gradual das aulas presenciais, após o isolamento social provocado pela pandemia do Covid-19, as instituições de ensino superior tiveram que se reinventar, realizando parte das aulas presencias e parte no on-line, ou seja, adotando o ensino híbrido. Percebe-se, assim, que uma das características do ensino híbrido é a possibilidade do curso ocorrer parcialmente on-line e parcialmente por meio de outras modalidades. Nesse modelo, os estudantes continuam o estudo de onde pararam quando trocam de uma modalidade para outra, e onde podem ocorrer lições em pequenos grupos com as tutorias, ora presencial, ora on-line. Nesse contexto, o artigo tem como objetivo discutir os desafios do ensino híbrido para os educadores e como as aulas síncronas podem ser usadas para melhorar o ensino-aprendizagem, fomentando a busca pelo conhecimento com o uso das Tecnologias Digitais de Informação e Comunicação – TDICs. A metodologia adotada foi a pesquisa descritiva, bibliográfica, realizada com base em artigos publicados sobre a temática escolhida. Como principais resultados observados nas aulas síncronas, tem-se a facilitação da interação social entre docentes e estudantes como oportunidade para aproximar todos os participantes e como desafios a falta de flexibilidade de horário como nas aulas assíncronas e comprometimento do ensino por falhas de conexão.",Ensino Híbrido,TDIC,Aulas síncronas,Ensino superior,ND
04/04/2023 21:54:13,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",ENSINO PARA A CRIATIVIDADE COMO PRÁTICA PEDAGÓGICA NO AMBIENTE ESCOLAR.,"O trabalho debate a criatividade na escola e defende, de forma mais específica, um ensino voltado
intencionalmente para o desenvolvimento desta competência. É um recorte pesquisa de mestrado,
(FLEIDER, 2022) que investigou a criatividade na escola, especificamente nos anos iniciais do Ensino
Fundamental. Teve como foco o ensino para a criatividade promovido pela ação do professor, que
estimula a participação dos alunos em processos criativos, partindo da premissa que a criatividade é
um potencial nato e que todos podem desenvolvê-lo. O objetivo do estudo foi pesquisar de qual forma
o ensino para a criatividade, bem como o estímulo ao pensamento criativo, estão sendo abordados na
prática pedagógica, em uma escola particular da cidade de São Paulo. A metodologia utilizada foi de
cunho qualitativo, por meio da análise das programações didáticas, seus conteúdos e atividades
desenvolvidas, que possibilitaram a análise de propostas que desenvolvem o ensino para a criatividade.
A pesquisa foi realizada durante a pandemia e as aulas na escola pesquisada obedeciam ao formato
híbrido. Concluiu-se que o ensino para a criatividade aparece de forma modesta nas propostas de
atividades e sem intencionalidade. A disponibilidade e conhecimento docente da criatividade tem
implicações na forma com que estimulam e proporcionam situações possibilitadoras do pensar
criativo.",ensino para a criatividade,internacionalidade,práticas pedagógicas,pensamento criativo,ND
04/04/2023 21:55:20,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",EPISTEMOLOGIA REFLEXIVA DA PRÁTICA DOCENTE EM TEMPOS DE INEDITISMO POSSÍVEL,"Este texto, de caráter ensaístico, que adotou como metodologia o estudo bibliográfico, tem como tema a docência reflexiva ancorada nos aportes teóricos da Pedagogia de Paulo Freire (1991;1997;2002) em diálogo com Donald Schön (1995,2000); António Nóvoa (2001;2017;2019;2020) entre outros. Objetivou compreender a epistemologia da prática docente, especialmente quando se vive um contexto de pandemia, exigindo dos educadores uma nova postura metodológica, para o enfrentamento do ineditismo da situação.  Esses estudos consideram que a configuração da prática do educador relaciona-se não só com sua formação técnica, tornando-o capaz de dominar as aplicações do conhecimento científico e teórico adquirido durante seu curso de formação, mas aponta também para a experiência enquanto parte do saber-fazer próprio da profissão, fazendo com que se perceba a prática cotidiana do educador como integrante de seu processo de formação. A reflexão feita nos leva a concluir a tendência de não separação entre formação e profissionalização, colocando em ação novos caminhos que não separam a formação inicial da formação continuada tendo como referencial a prática reflexiva docente. Prática esta que deve ser desenvolvida, sustentada e desejada por todos os sujeitos envolvidos na sua configuração, indo muito além dos métodos, das práticas e das políticas de formação docente.",Reflexão,Epistemologia,Prática Docente,ND,ND
04/04/2023 21:56:15,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",ESTÁGIO DE DOCÊNCIA EM TEMPOS DE PANDEMIA – UM RELATO DE EXPERIÊNCIA,"O presente relato visa apresentar as vivências dos estágios de docência realizados por estudantes do Mestrado em Educação do Instituto Federal Catarinense - IFC, no curso de Pedagogia da mesma Instituição. Os estágios aconteceram de forma individual, em turmas e disciplinas diferentes, e foram acompanhados e orientados pela professora doutora Marilândes Mól Ribeiro de Melo. Devido à pandemia da COVID-19, as aulas aconteceram de forma totalmente remota, em encontros síncronos, via Google Meet, e assíncronos. O objetivo principal é mostrar os desafios e as possibilidades no processo de ensino e aprendizagem por meio da ressignificação do uso das tecnologias digitais durante as aulas. Realizamos uma pesquisa bibliográfica para a fundamentação teórica desse trabalho. Mesmo diante de tantos desafios, podemos afirmar que os resultados foram positivos, uma vez que houve a participação e aprendizagem das estudantes e propiciou a construção de novos conhecimentos para a nossa trajetória profissional. Em tempos como esse, em que a educação precisou se reinventar, almejamos refletir e dialogar acerca do ensino remoto na educação brasileira.",Ensino Superior,Ensino Remoto,Formação Inicial,Tecnologias Digitais,ND
04/04/2023 21:58:11,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",ESTÁGIO SUPERVISIONADO DE CURSOS DE LICENCIATURAS NO FORMATO DE ENSINO ONLINE EMERGENCIAL NO CONTEXTO DA COVID-19,"A implementação do Ensino Online Emergencial (EOE) resultou em novas formas de trabalho, como a proposta de Estágio Supervisionados no formato online. Este trabalho teve como objetivo refletir sobre os desafios à oferta dos Estágios Supervisionados dos Curso dos Licenciaturas no formato de EOE em contexto pandêmico. O estudo de abordagem qualitativa e natureza exploratória, adotou a pesquisa bibliográfica e documental de estudos e pesquisas relacionados a natureza, função e amparo legal do Estágio Supervisionado, análise documental da legislação que orienta o EOE e dos relatórios de Estágio Supervisionado 4 do curso de Pedagogia da Universidade Federal de Alagoas. Os resultados apontam que as atividades online emergenciais desenvolvidas no contexto da pandemia provocam a urgência de refletir sobre o ensino online em tempos pandêmicos.",Estágio Supervisionado,Covid-19,Ensino Online Emergencial,ND,ND
04/04/2023 21:58:57,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",ESTRATÉGIA PARA FORMAÇÃO CONTINUADA DE PROFESSORES QUE CONTRIBUE PARA INCORPORAÇÃO DE TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO NA PRÁTICA PEDAGÓGICA,"O presente trabalho é resultante de parte de uma pesquisa de mestrado em Educação. O objetivo deste estudo é caracterizar o planejamento uma oficina de experimentação de ferramentas digitais de autoria para ser aplicada em formação continuada de professores de uma universidade pública. Teve como desenvolvimento metodológico estudo bibliográfico para planejamento da oficina. Este estudo teve como resultado de pesquisa as ferramentas de autoria: Canva, Word, Kahoot, Microsoft Teams, Padlet, Excel, Mentimeter, Adobe Spark, Loom, One Drive, Trello e Microsoft Forms. A oficina denominada Ferramentas digitais de autoria para prática docente no ensino superior, modalidade híbrida com carga horária total de 40 horas, para ocorrer em 6 semanas por meio de 4 encontros de 2h30 cada (encontros semanais) e de 30h de atividades assíncronas. A oficina foi planejada no intuito de propiciar aos professores participantes a oportunidade de conhecer e experimentar algumas ferramentas digitais de autoria que podem ser inseridas em planos de aula.",Formação Continuada,Ferramentas Digitais,Ensino Superior,ND,ND
04/04/2023 22:00:04,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",EXPERIÊNCIA DE ESTÁGIO SUPERVISIONADO EM MUSEUS VIRTUAIS,"Este artigo tem como objetivo refletir sobre o ensino de História em lugares de memória, através da realização de atividades mediadas pelas tecnologias digitais da informação e comunicação. Para tanto, partimos da experiência do Projeto de Extensão “Práticas de Ensino e Aprendizagem Não Escolar: vivências em espaços museais na formação docente”, desenvolvido no Curso de Licenciatura em História da Universidade Federal Rural de Pernambuco. O projeto atendeu à demanda de realização do estágio obrigatório dos estudantes, na disciplina de Estágio Supervisionado Obrigatório III, no ano de 2020, que é definido no Projeto Pedagógico do curso, como um espaço de formação docente em espaços não escolares. A ênfase do artigo recai no papel que o professor de História assume no direcionamento das visitas aos museus, no caso, visitas virtuais, enquanto momentos privilegiados de diferentes aprendizagens ao trabalhar com interpretações da história humana, bem como a desenvolverem práticas de ensino de História por meio das tecnologias digitais da informação e comunicação. As discussões apontam para as crescentes exigências da formação docente em relação às interações com o mundo digital, em especial, nos espaços das práticas pedagógicas construídas ao longo dos estágios supervisionados, que de forma orientada e refletida buscam apresentar e aproximar os estudantes da educação básica das diferentes formas de aprender História.",Museus virtuais,educação a distância,Ensino de História,Estágio supervisionado,ND
04/04/2023 22:00:45,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",EXPERIÊNCIA FORMATIVA DE ENSINO NÃO PRESENCIAL NO ÂMBITO DO PROGRAMA DE APOIO PRÉ-UNIVERSITÁRIO,"Resumo: O estado de emergência em saúde pública causado pela pandemia da COVID-19 serviu para evidenciar para a população brasileira o cenário precário da oferta educacional e a discrepância entre os ensinos público e privado no país. Em vista disso, a partir de março de 2021, o Programa de Apoio PréUniversitário da UFLA, em conjunto com a Prefeitura do mesmo município, teve como proposta reestruturar sua forma de auxiliar estudantes em situação de vulnerabilidade socioeconômica a ingressar em instituições de ensino superior e/ou conquistar boas qualificações em concursos; bem como inovar na preparação de discentes da universidade para a vivência do cotidiano docente. Desse modo, o presente estudo visa apontar os encaminhamentos realizados para a reformulação do atendimento em novo contexto remoto; além de apresentar a história do PRÉ-UNI e as dificuldades encontradas pelosintegrantes do programa na manutenção do atendimento educacional em contexto da pandemia. Diante das adversidades vivenciadas, a equipe do PRÉ-UNI realizou uma série de adaptações mediadas pelas tecnologias no ensino ofertado e nas metodologias empregadas. Por meio do contexto incerto, o programa transcendeu no quesito de transposição do modelo presencial para o ensino remoto, visando a dinamicidade das postagens de conteúdo, flexibilidade na abordagem dos assuntos em aula e, principalmente, o diálogo entre todos os membros.",Ensino não presencia,Cursinho popular,Acesso ao Ensino superior,ND,ND
04/04/2023 22:01:35,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",EXPERIÊNCIAS FORMATIVAS E AÇÕES REALIZADAS DURANTE O ENSINO REMOTO PARA PROMOVER A CONTRUÇÃO DE CONHECIMENTOS TECNOLÓGICOS E PEDAGÓGICOS DO CONTEÚDO,"Trata-se de um relato de experiência que se propõe a descrever e analisar as estratégias pedagógicas adotadas pelo autor durante uma disciplina de Tecnologias da Informação e da Comunicação, ofertada remotamente a licenciandos de uma Universidade pública no segundo semestre letivo de 2021. O presente trabalho é também uma autorreflexão sobre o caminho percorrido pelo docente formador na busca contínua para favorecer, em si e em seus estudantes, a construção dos chamados Conhecimentos Tecnológicos e Pedagógicos do Conteúdo (sigla TPACK em inglês), fundamentais para a atuação docente na cultural digital. Conclui reconhecendo os desafios do desenvolvimento profissional da docência virtual, o qual requer uma reflexão na ação e da ação para que a experiência vivenciada não seja vazia de significado.",TPACK, Docência virtual,TDIC,Profissionalização docente,ND
04/04/2023 22:32:22,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",DESIGN THINKING E FORMAÇÃO DE PROFESSORES NO USO DAS TECNOLOGIAS DIGITAIS,"A formação de professores no que diz respeito a utilização das tecnologias digitais tornou-se imprescindível para que, diante da pandemia do COVID-19, os estudantes pudessem permanecer estudando. Um grupo de mestrandos e doutorandos do programa de pós-graduação  da Universidade Nove de Julho - UNINOVE, na disciplina de Educação a Distância na Era Digital: Fundamentos, tecnologias e práticas educacionais, desenvolveram com os recursos do design thinking vídeos curtos e didáticos postados no YouTube com objetivo de proporcionar  aos professores uma capacitação de forma célere e didática. A pesquisa com base em uma abordagem quantitativa com uso de questionários indicou como resultado a necessidade de formações de professores mais criativas, atrativas e de qualidade e gerou como produto as “Pílulas Tecnológicas”, tutoriais no formato de pequenos vídeos para formação de professores, abordando aplicativos ou softwares que se mostraram, a partir dos resultados da pesquisa, pouco conhecidos ou pouco utilizados pelos docentes respondentes e que se propõe a qualificar a prática pedagógica no ensino remoto.",design thinking,teacher training,digital technologies,ND,ND
04/04/2023 22:34:08,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",FERRAMENTA DE AVALIAÇÃO POR RUBRICA NO GOOGLE CLASSROOM: DESENVOLVENDO COMPETÊNCIAS DIGITAIS POR MEIO DE UMA OFICINA PEDAGÓGICA PARA LICENCIANDOS EM QUÍMICA,"O presente relato tem por objetivo apresentar a experiência de oficina pedagógica para criação de rubricas de avaliação para alunos de um curso de Licenciatura em Química. Os participantes da oficina foram desafiados a criarem rubricas de avaliação para atividades relacionada com o seu contexto de vivência ou trabalho com o objetivo de compreender a importância do desenvolvimento do conteúdo por meio da abordagem da Alfabetização Científica apoiado por metodologias e tecnologias que facilitem o processo de aprendizagem. Nesta oficina, foi apresentada a ferramenta tecnológica Google Classroom para avaliação por rubricas, visto que esta ferramenta foi amplamente utilizada em situação de isolamento social devido à pandemia do Covid 19, e ainda tem sido utilizada pelas unidades de ensino. Os resultados da pesquisa evidenciaram a importância da temática da oficina, visto que a maioria dos participantes desconhecia a metodologia de avaliação por rubricas, principalmente com a aplicação de critérios baseados nos eixos da alfabetização científica.

",Avaliação Formativa,Tecnologias Educacionais,Competências Digitais,ND,ND
04/04/2023 22:36:09,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC","FIGURAS, FIGURAS GEOMÉTRICAS PLANAS E ESPACIAIS: UMA INVESTIGAÇÃO ACERCA DAS CONCEPÇÕES DE FUTUROS PROFESSORES E PROFESSORES QUE ENSINAM MATEMÁTICA","Esta pesquisa de abordagem qualitativa objetivou compreender quais conhecimentos futuros professores, professores da Educação Básica e do Ensino Superior possuem acerca de figuras e figuras geométricas. Para isso, foi proposto um questionário no Google Forms e encaminhado a professores via WhatsApp e e-mails a respeito dos conhecimentos sobre figuras e figuras geométricas planas e espaciais, bem como concepções que envolvem o ensino da Geometria como um todo. Esta investigação também evidencia o quanto as Tecnologias Digitais de Informação e Comunicação são imprescindíveis e essenciais não apenas no contexto sala de aula, como também para coleta e produção de dados quando os mesmos não podem ser realizados presencialmente. Os resultados revelam que a formação inicial do professor exerce influência em suas concepções acerca do ensino e aprendizagem em Geometria e contribui para seu ensino ou não no contexto sala de aula. Embora, esta pesquisa apresente apenas um recorte das questões exploradas no questionário, é possível inferirmos o quanto ainda se faz necessário abordar conceitos geométricos planos e espaciais e principalmente a conceituação de figuras e figuras geométricas.

",Figura,Figuras geométricas,Tecnologias Digitais de Informação e Comunicação,ND,ND
